id,sis_id,pre_iso_ortho_gs_response,pre_iso_ortho_gs_score,pre_ortho_iso_gs_response,pre_ortho_iso_gs_score,pre_iso_ortho_hz_response,pre_iso_ortho_hz_score,pre_iso_ortho_hz_front_response,pre_iso_ortho_hz_front_score,pre_iso_ortho_hz_top_response,pre_iso_ortho_hz_top_score,pre_ortho_iso_hz_response,pre_ortho_iso_hz_score,pre_total_score,pre_total_split_score,post_iso_ortho_gs_response,post_iso_ortho_gs_score,post_ortho_iso_gs_response,post_ortho_iso_gs_score,post_iso_ortho_hz_response,post_iso_ortho_hz_score,post_iso_ortho_hz_front_response,post_iso_ortho_hz_front_score,post_iso_ortho_hz_top_response,post_iso_ortho_hz_top_score,post_ortho_iso_hz_response,post_ortho_iso_hz_score,post_total_score,post_total_split_score,pre_post_total_score_diff,pre_post_total_split_score_diff
252131,224120038,B,0,A,0,"B,M",0,B,0,M,1,L,0,0,1,A,0,C,0,"A,N",0,A,0,N,1,C,0,0,1,0,0
266909,405804922,C,0,B,1,"A,M",0,A,0,M,1,J,0,1,2,A,0,B,0,"B,O",0,B,0,O,0,D,0,0,0,-1,-2
207660,636318120,D,1,C,0,"B,M",0,B,0,M,1,D,0,1,2,C,0,B,0,"D,N",0,D,0,N,1,D,0,0,1,-1,-1
266904,626958722,C,0,B,1,"G,N",0,G,0,N,0,D,0,1,1,C,0,B,0,"I,N",0,I,0,N,1,L,0,0,1,-1,0
265062,819689202,C,0,D,0,"G,M",0,G,0,M,1,G,1,1,2,C,0,C,0,"E,M",0,E,0,M,0,C,0,0,0,-1,-2
248513,869616639,C,0,A,0,"B,M",0,B,0,M,1,G,1,1,2,C,0,C,0,"A,N",0,A,0,N,1,D,0,0,1,-1,-1
260070,482637291,D,1,D,0,"G,M",0,G,0,M,1,G,1,2,3,C,0,B,0,"G,O",0,G,1,O,0,F,0,0,1,-2,-2
239274,787271016,D,1,B,1,"E,M",1,E,1,M,1,B,0,3,4,D,0,C,0,"E,N",0,E,0,N,1,F,0,0,1,-3,-3
257824,699756822,D,1,A,0,"E,M",1,E,1,M,1,G,1,3,4,A,0,A,0,"A,M",0,A,0,M,0,A,0,0,0,-3,-4
230406,311793062,D,1,B,1,"A,M",0,A,0,M,1,G,1,3,4,C,0,A,0,"B,M",0,B,0,M,0,B,0,0,0,-3,-4
249478,784887018,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,A,0,C,0,"B,N",0,B,0,N,1,A,0,0,1,-3,-3
255053,524829348,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,B,0,"B,M",0,B,0,M,0,C,0,0,0,-4,-5
201473,431427358,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,C,0,"C,N",0,C,0,N,1,C,0,0,1,-4,-4
252138,435233075,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,C,0,C,0,"F,N",0,F,0,N,1,E,0,0,1,-4,-4
258011,673607538,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,A,0,C,0,"E,O",0,E,0,O,0,D,0,0,0,-4,-5
258310,398098200,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,A,0,A,0,"A,M",0,A,0,M,0,A,0,0,0,-4,-5
258409,741924400,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,A,0,B,0,"C,O",0,C,0,O,0,F,0,0,0,-4,-5
183053,928057503,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,C,0,C,0,"D,N",0,D,0,N,1,D,0,0,1,-4,-4
256346,367953141,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,C,0,"E,M",0,E,0,M,0,G,0,0,0,-4,-5
253825,187608375,A,0,C,0,"A,N",0,A,0,N,0,B,0,0,0,B,1,B,0,"D,O",0,D,0,O,0,C,0,1,1,1,1
260673,393057172,D,1,D,0,"B,M",0,B,0,M,1,C,0,1,2,D,0,A,0,"I,O",0,I,0,O,0,H,1,1,1,0,-1
251575,732528849,A,0,B,1,"B,M",0,B,0,M,1,K,0,1,2,D,0,D,1,"B,N",0,B,0,N,1,C,0,1,2,0,0
169220,961517158,A,0,B,1,"A,M",0,A,0,M,1,B,0,1,2,C,0,D,1,"A,M",0,A,0,M,0,E,0,1,1,0,-1
252506,577974581,A,0,A,0,"E,M",1,E,1,M,1,C,0,1,2,D,0,C,0,"G,N",1,G,1,N,1,K,0,1,2,0,0
246134,665690116,A,0,B,1,"G,M",0,G,0,M,1,G,1,2,3,D,0,D,1,"C,N",0,C,0,N,1,F,0,1,2,-1,-1
258008,277715828,C,0,B,1,"G,M",0,G,0,M,1,G,1,2,3,C,0,B,0,"D,N",0,D,0,N,1,H,1,1,2,-1,-1
251812,679548348,D,1,D,0,"B,M",0,B,0,M,1,G,1,2,3,D,0,C,0,"B,N",0,B,0,N,1,H,1,1,2,-1,-1
250343,685589779,D,1,C,0,"B,M",0,B,0,M,1,G,1,2,3,C,0,D,1,"J,N",0,J,0,N,1,D,0,1,2,-1,-1
250642,112165821,D,1,B,1,"H,N",0,H,0,N,0,J,0,2,2,B,1,C,0,"I,O",0,I,0,O,0,G,0,1,1,-1,-1
251636,168133060,C,0,B,1,"E,M",1,E,1,M,1,L,0,2,3,D,0,D,1,"I,O",0,I,0,O,0,K,0,1,1,-1,-2
266970,710645083,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,C,0,"H,O",0,H,0,O,0,C,0,1,1,-2,-3
255133,857232355,D,1,B,1,"E,M",1,E,1,M,1,B,0,3,4,B,1,B,0,"J,N",0,J,0,N,1,F,0,1,2,-2,-2
246367,786416359,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,B,0,"C,O",0,C,0,O,0,G,0,1,1,-2,-3
259031,611262247,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,D,0,D,1,"E,M",0,E,0,M,0,I,0,1,1,-2,-3
245712,791645535,D,1,B,1,"I,M",0,I,0,M,1,G,1,3,4,A,0,C,0,"B,N",0,B,0,N,1,H,1,1,2,-2,-2
260601,435741846,C,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,D,0,D,1,"D,N",0,D,0,N,1,L,0,1,2,-2,-2
249782,611759763,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,B,1,,0,,0,,0,,0,,0,1,1,-2,-3
252017,907845476,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,C,0,B,0,"E,N",0,E,0,N,1,H,1,1,2,-3,-3
254217,956411594,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,C,0,"E,N",0,E,0,N,1,G,0,1,2,-3,-3
254003,556039885,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,C,0,D,1,"F,O",0,F,0,O,0,D,0,1,1,-3,-4
208742,703006726,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,D,1,"B,N",0,B,0,N,1,I,0,1,2,-3,-3
250592,436044002,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,C,0,A,0,"C,M",0,C,0,M,0,H,1,1,1,-3,-4
247545,678203962,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,D,1,"J,O",0,J,0,O,0,I,0,1,1,-3,-4
269808,740854011,A,0,C,0,"A,N",0,A,0,N,0,B,0,0,0,B,1,D,1,"D,N",0,D,0,N,1,F,0,2,3,2,3
267051,798077235,B,0,C,0,"A,M",0,A,0,M,1,B,0,0,1,A,0,D,1,"H,M",0,H,0,M,0,H,1,2,2,2,1
253703,139396881,C,0,A,0,"B,M",0,B,0,M,1,G,1,1,2,C,0,C,0,"G,N",1,G,1,N,1,H,1,2,3,1,1
250182,583960629,D,1,C,0,"J,M",0,J,0,M,1,E,0,1,2,B,1,A,0,"F,N",0,F,0,N,1,H,1,2,3,1,1
255490,738340791,A,0,D,0,"B,M",0,B,0,M,1,G,1,1,2,D,0,D,1,"E,N",0,E,0,N,1,H,1,2,3,1,1
253650,513986989,C,0,B,1,"G,M",0,G,0,M,1,D,0,1,2,B,1,D,1,"E,N",0,E,0,N,1,E,0,2,3,1,1
255101,712488333,A,0,D,0,"G,M",0,G,0,M,1,G,1,1,2,B,1,D,1,"B,N",0,B,0,N,1,I,0,2,3,1,1
252326,172991324,C,0,B,1,"A,M",0,A,0,M,1,G,1,2,3,D,0,D,1,"B,N",0,B,0,N,1,H,1,2,3,0,0
255494,143288234,D,1,A,0,"G,M",0,G,0,M,1,G,1,2,3,B,1,D,1,,0,,0,,0,,0,2,2,0,-1
254812,426228442,A,0,B,1,"B,M",0,B,0,M,1,G,1,2,3,D,0,D,1,"E,N",0,E,0,N,1,H,1,2,3,0,0
234908,625593645,A,0,C,0,"E,M",1,E,1,M,1,G,1,2,3,C,0,D,1,"E,N",0,E,0,N,1,H,1,2,3,0,0
255977,677193926,C,0,B,1,"B,M",0,B,0,M,1,G,1,2,3,D,0,D,1,"B,N",0,B,0,N,1,H,1,2,3,0,0
218322,889031347,A,0,B,1,"E,M",1,E,1,M,1,A,0,2,3,D,0,C,0,"G,N",1,G,1,N,1,H,1,2,3,0,0
253524,809991533,B,0,B,1,"G,M",0,G,0,M,1,G,1,2,3,A,0,D,1,"E,N",0,E,0,N,1,H,1,2,3,0,0
241626,345321290,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,C,0,"I,N",0,I,0,N,1,H,1,2,3,-1,-1
246055,346928836,D,1,B,1,"E,M",1,E,1,M,1,J,0,3,4,B,1,D,1,"H,N",0,H,0,N,1,I,0,2,3,-1,-1
222816,734732341,C,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,A,0,D,1,"E,N",0,E,0,N,1,H,1,2,3,-1,-1
260277,284476829,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,B,1,D,1,"E,N",0,E,0,N,1,L,0,2,3,-1,-1
257883,728381979,D,1,B,1,"C,M",0,C,0,M,1,G,1,3,4,B,1,B,0,"E,N",0,E,0,N,1,H,1,2,3,-1,-1
252574,435750478,D,1,B,1,"H,M",0,H,0,M,1,G,1,3,4,A,0,D,1,"I,N",0,I,0,N,1,H,1,2,3,-1,-1
267204,724476575,A,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,B,1,D,1,"E,M",0,E,0,M,0,I,0,2,2,-1,-2
251281,422272390,D,1,B,1,"B,O",0,B,0,O,0,G,1,3,3,B,1,D,1,"E,N",0,E,0,N,1,F,0,2,3,-1,0
208862,476742386,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,D,0,D,1,"G,M",0,G,1,M,0,H,1,2,3,-1,-1
253419,430397580,A,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,D,0,D,1,"I,N",0,I,0,N,1,H,1,2,3,-1,-1
248419,586283870,D,1,B,1,"C,M",0,C,0,M,1,G,1,3,4,C,0,D,1,"B,N",0,B,0,N,1,H,1,2,3,-1,-1
63316,1532877,D,1,B,1,"J,M",0,J,0,M,1,G,1,3,4,D,0,D,1,"G,M",0,G,1,M,0,H,1,2,3,-1,-1
252162,958291704,D,1,B,1,"K,M",0,K,0,M,1,G,1,3,4,D,0,D,1,"E,N",0,E,0,N,1,H,1,2,3,-1,-1
251029,569007110,D,1,B,1,"E,M",1,E,1,M,1,J,0,3,4,B,1,D,1,"B,N",0,B,0,N,1,I,0,2,3,-1,-1
218394,797961379,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,B,1,D,1,"B,N",0,B,0,N,1,F,0,2,3,-1,-1
247902,344016550,C,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,D,0,D,1,"D,N",0,D,0,N,1,H,1,2,3,-1,-1
255269,570179505,D,1,B,1,"C,M",0,C,0,M,1,G,1,3,4,B,1,A,0,"I,O",0,I,0,O,0,H,1,2,2,-1,-2
255763,421544542,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,D,1,N,0,,0,,0,,0,2,2,-2,-3
266603,736846465,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,A,0,"H,O",0,H,0,O,0,H,1,2,2,-2,-3
252709,831273669,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,D,1,"J,N",0,J,0,N,1,E,0,2,3,-2,-2
255227,998895021,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,D,1,"I,N",0,I,0,N,1,I,0,2,3,-2,-2
243775,960686259,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,D,1,"G,M",0,G,1,M,0,I,0,2,3,-2,-2
259099,961433421,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,D,1,"E,N",0,E,0,N,1,H,1,2,3,-2,-2
247926,204301149,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,D,1,"B,N",0,B,0,N,1,E,0,2,3,-2,-2
251161,258474096,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,C,0,"G,M",0,G,1,M,0,H,1,2,3,-2,-2
223769,162490147,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,D,1,"I,N",0,I,0,N,1,H,1,2,3,-2,-2
251149,914100413,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,D,1,"E,O",0,E,0,O,0,D,0,2,2,-2,-3
253851,403581489,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,D,1,"E,N",0,E,0,N,1,H,1,2,3,-2,-2
268414,512163833,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,D,1,"G,M",0,G,1,M,0,H,1,2,3,-2,-2
249922,739162050,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,D,1,"I,N",0,I,0,N,1,H,1,2,3,-2,-2
252519,506757889,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,D,1,"D,O",0,D,0,O,0,C,0,2,2,-2,-3
266653,525697092,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,A,0,D,1,"L,N",0,L,0,N,1,H,1,2,3,-2,-2
247418,459733963,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,B,1,C,0,"E,N",0,E,0,N,1,H,1,2,3,-2,-2
216162,571631510,D,1,B,1,"E,M",1,E,1,M,1,G,1,4,5,D,0,D,1,"G,M",0,G,1,M,0,H,1,2,3,-2,-2
256203,315153265,B,0,D,0,"D,M",0,D,0,M,1,D,0,0,1,A,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,3,3
249374,151381631,A,0,B,1,"B,M",0,B,0,M,1,F,0,1,2,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,2,2
262928,756904626,A,0,B,1,"G,M",0,G,0,M,1,J,0,1,2,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,2,2
256769,471403916,A,0,C,0,"G,M",0,G,0,M,1,G,1,1,2,B,1,D,1,"F,N",0,F,0,N,1,H,1,3,4,2,2
256272,359377602,A,0,D,0,"B,M",0,B,0,M,1,G,1,1,2,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,2,2
256704,353972624,D,1,B,1,"G,M",0,G,0,M,1,J,0,2,3,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,1,1
85899,317284058,A,0,B,1,"H,M",0,H,0,M,1,G,1,2,3,B,1,D,1,"B,N",0,B,0,N,1,H,1,3,4,1,1
259478,781080219,C,0,B,1,"G,M",0,G,0,M,1,G,1,2,3,D,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,1,1
254376,307048537,D,1,A,0,"G,M",0,G,0,M,1,G,1,2,3,B,1,B,0,"G,N",1,G,1,N,1,H,1,3,4,1,1
202736,217100530,D,1,B,1,"B,M",0,B,0,M,1,C,0,2,3,B,1,D,1,"G,N",1,G,1,N,1,I,0,3,4,1,1
256642,521954418,D,1,B,1,"B,M",0,B,0,M,1,F,0,2,3,B,1,D,1,"E,O",0,E,0,O,0,H,1,3,3,1,0
255536,243959672,D,1,C,0,"B,M",0,B,0,M,1,G,1,2,3,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,1,1
265612,987882313,A,0,B,1,"B,M",0,B,0,M,1,G,1,2,3,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,1,1
251234,452830205,D,1,B,1,"C,M",0,C,0,M,1,F,0,2,3,B,1,D,1,"E,O",0,E,0,O,0,H,1,3,3,1,0
234903,800504938,D,1,A,0,"C,O",0,C,0,O,0,G,1,2,2,B,1,D,1,"I,O",0,I,0,O,0,H,1,3,3,1,1
254286,552289676,B,0,B,1,"G,M",0,G,0,M,1,G,1,2,3,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,1,1
258736,464376518,D,1,D,0,"G,M",0,G,0,M,1,G,1,2,3,B,1,D,1,"G,M",0,G,1,M,0,H,1,3,4,1,1
256648,839332403,D,1,A,0,"G,M",0,G,0,M,1,G,1,2,3,B,1,D,1,"B,N",0,B,0,N,1,H,1,3,4,1,1
232235,337089300,A,0,C,0,"E,M",1,E,1,M,1,G,1,2,3,B,1,D,1,"I,O",0,I,0,O,0,H,1,3,3,1,0
212778,980468406,A,0,B,1,"B,M",0,B,0,M,1,G,1,2,3,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,1,1
234669,215781985,C,0,B,1,"G,M",0,G,0,M,1,G,1,2,3,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,1,1
235124,834872448,D,1,B,1,"B,M",0,B,0,M,1,K,0,2,3,B,1,D,1,"I,O",0,I,0,O,0,H,1,3,3,1,0
253170,929391989,A,0,D,0,"E,M",1,E,1,M,1,G,1,2,3,B,1,D,1,"G,M",0,G,1,M,0,H,1,3,4,1,1
256072,485578514,A,0,B,1,"E,N",0,E,1,N,0,G,1,2,3,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,1,1
183177,138141465,A,0,C,0,"E,M",1,E,1,M,1,G,1,2,3,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,1,1
252016,291922276,D,1,B,1,"G,M",0,G,0,M,1,F,0,2,3,B,1,D,1,"G,M",0,G,1,M,0,H,1,3,4,1,1
254338,335190637,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,0,0
256719,363965057,D,1,B,1,"C,M",0,C,0,M,1,G,1,3,4,D,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,0,0
255540,569503958,D,1,B,1,"E,M",1,E,1,M,1,J,0,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
168245,822838445,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
226475,570762506,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,0,0
270530,958103851,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
258228,999859815,D,1,B,1,"B,N",0,B,0,N,0,G,1,3,3,D,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,0,1
252295,689347961,D,1,B,1,"I,M",0,I,0,M,1,G,1,3,4,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,0,0
259574,399592117,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,C,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,0,0
265386,569139324,D,1,C,0,"E,M",1,E,1,M,1,G,1,3,4,D,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,0,0
253201,577653913,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,B,1,D,1,"I,O",0,I,0,O,0,H,1,3,3,0,-1
213923,419474653,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
261477,421424751,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,0,0
261068,530171087,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
225808,934041262,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,A,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,0,0
251023,453112680,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
258152,411245979,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"B,N",0,B,0,N,1,H,1,3,4,0,0
212518,352955793,C,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,B,1,B,0,"G,N",1,G,1,N,1,H,1,3,4,0,0
246196,883286891,D,1,C,0,"E,M",1,E,1,M,1,G,1,3,4,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,0,0
246694,558899993,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,0,0
251198,510123010,D,1,B,1,"E,M",1,E,1,M,1,J,0,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
253182,525202200,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"C,N",0,C,0,N,1,H,1,3,4,0,0
260305,647270308,C,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
257616,366348919,C,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,0,0
252216,367222939,D,1,B,1,"C,M",0,C,0,M,1,G,1,3,4,B,1,D,1,"I,N",0,I,0,N,1,H,1,3,4,0,0
234823,711092361,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,D,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,0,0
269366,181122446,D,1,B,1,"E,N",0,E,1,N,0,G,1,3,4,B,1,D,1,"G,M",0,G,1,M,0,H,1,3,4,0,0
251933,177260491,C,0,B,1,"E,M",1,E,1,M,1,G,1,3,4,B,1,D,1,"I,O",0,I,0,O,0,H,1,3,3,0,-1
255988,167059002,D,1,B,1,"E,M",1,E,1,M,1,E,0,3,4,B,1,D,1,"E,N",0,E,0,N,1,H,1,3,4,0,0
164894,797842337,D,1,B,1,"G,M",0,G,0,M,1,G,1,3,4,A,0,D,1,"G,N",1,G,1,N,1,H,1,3,4,0,0
257144,797778291,D,1,B,1,"B,M",0,B,0,M,1,G,1,3,4,B,1,D,1,"I,O",0,I,0,O,0,H,1,3,3,0,-1
